data,adset_id,campaign_id,receita_gam_bruta,receita_gam_liquida,impressoes_gam,cliques_gam,ecpm_gam
2026-07-26,120247566488020278,120247566460390278,6.52,5.87,62,11,105.24
2026-07-26,120247566493330278,120247566460390278,6.29,5.66,65,13,96.7
2026-07-26,120247566496630278,120247566460390278,1.58,1.42,22,1,71.69
2026-07-26,120247566505120278,120247566460390278,5.35,4.82,56,11,95.6
2026-07-26,120247566509570278,120247566460390278,6.6,5.94,91,12,72.55
2026-07-26,120247566558640278,120247566544730278,6.87,6.18,86,13,79.9
2026-07-26,120247566567050278,120247566544730278,4.65,4.18,48,10,96.79
2026-07-26,120247566569190278,120247566544730278,2.03,1.83,37,5,54.96
2026-07-26,120247566636330278,120247566626060278,0.29,0.26,5,1,57.88
2026-07-26,120247566637750278,120247566626060278,0.37,0.33,11,1,33.68
2026-07-26,120247566640090278,120247566626060278,4.56,4.1,60,11,75.96
2026-07-26,120247566662340278,120247566662260278,0.01,0.01,2,0,4.8
2026-07-26,120247566698490278,120247566662260278,1.27,1.14,23,3,55.22
2026-07-26,120247566701950278,120247566662260278,0.06,0.06,5,0,12.44
2026-07-26,120247566705080278,120247566662260278,0.02,0.02,6,0,3.98
2026-07-26,120247566708300278,120247566662260278,0,0,2,0,1.3
2026-07-26,120253079044420281,120253079044410281,0.17,0.15,11,0,15.02
2026-07-26,120253079114620281,120253079044410281,0.28,0.25,2,1,139.6
2026-07-26,120253079117950281,120253079044410281,2.14,1.92,32,3,66.73
2026-07-26,120253079128080281,120253079044410281,0.01,0.01,5,0,2.44
2026-07-26,120253079132510281,120253079044410281,5.15,4.63,59,9,87.26
2026-07-26,120253082530860281,120253082530810281,0.71,0.64,12,1,59.52
2026-07-26,120253082684680281,120253082530810281,0.74,0.67,28,2,26.45
2026-07-26,120253082723400281,120253082530810281,11.17,10.05,190,25,58.78
2026-07-26,120253082732550281,120253082530810281,0.01,0.01,2,0,3.65
2026-07-26,120253082737930281,120253082530810281,4.85,4.36,78,11,62.16
2026-07-26,120253082741790281,120253082530810281,2.88,2.59,22,1,130.71
2026-07-26,120253082817280281,120253082817170281,11.26,10.13,111,17,101.45
2026-07-26,120253082840560281,120253082817170281,0.47,0.42,18,3,26.23
2026-07-26,120253082846410281,120253082817170281,0.98,0.88,8,2,122.01
2026-07-26,120253082849840281,120253082817170281,0.01,0,4,0,1.3
2026-07-26,120253082855810281,120253082817170281,0.72,0.64,2,0,357.95
2026-07-26,120253101284450281,120253101270850281,8.91,8.02,109,22,81.76
2026-07-26,120253101286320281,120253101270850281,1.83,1.65,28,5,65.52
2026-07-26,120253101288330281,120253101270850281,5.3,4.77,53,6,100
2026-07-26,120253101303050281,120253101302970281,9.04,8.14,117,17,77.29
2026-07-26,120253101316180281,120253101302970281,2,1.8,45,2,44.37
2026-07-26,120253101321190281,120253101302970281,11.15,10.04,131,17,85.15
2026-07-26,120253101322290281,120253101302970281,4.94,4.45,91,11,54.28
2026-07-26,120253101330930281,120253101330870281,0.65,0.58,22,2,29.51
2026-07-26,120253101343520281,120253101330870281,0.14,0.13,4,0,34.92
2026-07-26,120253101346700281,120253101330870281,18.04,16.24,176,34,102.52
2026-07-26,120253101348250281,120253101330870281,0.79,0.71,20,5,39.66
2026-07-26,120253101349160281,120253101330870281,0.02,0.02,4,0,4.42
2026-07-26,120253101349570281,120253101330870281,0.05,0.05,1,0,51.3
2026-07-26,120253136735850281,120253136735780281,1.17,1.05,3,1,389.63
2026-07-26,120253136853570281,120253136735780281,0.54,0.49,8,2,67.39
2026-07-26,120253136874720281,120253136735780281,0.6,0.54,5,0,119.86
2026-07-26,120253136880620281,120253136735780281,0.45,0.41,7,1,64.71
2026-07-26,120253136890790281,120253136735780281,0.32,0.28,4,2,79.13
2026-07-26,120253137096490281,120253137096420281,0.71,0.64,16,0,44.59
2026-07-26,120253137141160281,120253137096420281,1.26,1.14,12,2,105.13
2026-07-26,120253137147810281,120253137096420281,1.09,0.98,19,3,57.26
2026-07-26,120253137153070281,120253137096420281,0.01,0.01,4,0,3.55
2026-07-26,120253137172840281,120253137172780281,0.69,0.62,7,1,98.69
2026-07-26,120253137204850281,120253137172780281,17.09,15.38,234,26,73.03
2026-07-26,120253137209500281,120253137172780281,12.57,11.32,140,27,89.82
2026-07-26,120253137215430281,120253137172780281,2.53,2.27,20,4,126.32
2026-07-26,120253137221200281,120253137172780281,1.23,1.11,24,2,51.35
2026-07-26,120253137226520281,120253137172780281,0.03,0.03,3,0,11.27
2026-07-26,120253138463570281,120253138463510281,0.01,0.01,2,0,3.25
2026-07-26,120253138571220281,120253138463510281,0.8,0.72,20,0,40.1
2026-07-26,120253138575670281,120253138463510281,8.26,7.43,89,22,92.8
2026-07-26,120253138581950281,120253138463510281,1.96,1.77,17,5,115.38
2026-07-26,120253138584190281,120253138463510281,4.62,4.16,66,12,70.04
2026-07-26,120253138733630281,120253138672250281,11.23,10.11,98,18,114.64
2026-07-26,120253138745550281,120253138672250281,1.31,1.18,12,3,108.89
2026-07-26,120253138753460281,120253138672250281,0.03,0.03,2,0,16.95
2026-07-26,120253138878630281,120253138766230281,1.22,1.09,14,3,86.89
2026-07-26,120253138906100281,120253138766230281,3.3,2.97,34,2,97.12
2026-07-26,120253138919620281,120253138766230281,1.59,1.43,22,4,72.4
2026-07-26,120253138933900281,120253138766230281,14.86,13.37,231,30,64.33
2026-07-26,120253138944340281,120253138766230281,0.07,0.06,5,1,13.42
2026-07-26,120253141376140281,120253141376060281,0.61,0.55,9,4,67.66
2026-07-26,120253141499830281,120253141376060281,16.12,14.51,173,27,93.16
2026-07-26,120253141501720281,120253141376060281,6.52,5.87,93,16,70.12
2026-07-26,120253141509190281,120253141376060281,0,0,1,0,3.9
2026-07-26,120253141635530281,120253141635460281,0.41,0.37,10,1,41.05
2026-07-26,120253141724210281,120253141635460281,0,0,1,0,2.4
2026-07-26,120253141733960281,120253141635460281,0.46,0.42,5,1,92.58
2026-07-26,120253141747920281,120253141635460281,20.71,18.64,288,44,71.91
2026-07-26,120253141780200281,120253141635460281,11.36,10.22,156,31,72.79
2026-07-26,120253141807020281,120253141635460281,3.31,2.98,14,0,236.29
2026-07-26,120253141863660281,120253141863550281,0.55,0.5,2,1,275
2026-07-26,120253141934410281,120253141863550281,0.07,0.06,2,0,34.55
2026-07-26,120253141937270281,120253141863550281,0.05,0.04,4,0,12.45
2026-07-26,120253141941400281,120253141863550281,3.36,3.02,25,5,134.24
2026-07-26,120253141945370281,120253141863550281,13.81,12.43,146,29,94.59
2026-07-26,120253141950760281,120253141863550281,0.74,0.66,16,3,46.16
2026-07-26,120253141970000281,120253141969930281,1.04,0.93,15,1,69.18
2026-07-26,120253142005590281,120253141969930281,0.01,0.01,3,0,3.83
2026-07-26,120253142011070281,120253141969930281,0.29,0.26,12,1,24.14
2026-07-26,120253142016080281,120253141969930281,0.14,0.12,8,1,17.16
2026-07-26,120253142027880281,120253141969930281,0.33,0.3,23,1,14.4
2026-07-26,120253142036410281,120253141969930281,0.4,0.36,3,1,132.07
2026-07-26,120253142282790281,120253142123820281,0.11,0.1,3,1,37.87
2026-07-26,120253142290360281,120253142123820281,1.64,1.47,30,3,54.52
2026-07-26,120253142297110281,120253142123820281,3.45,3.11,44,6,78.48
2026-07-26,120253142301540281,120253142123820281,0.13,0.12,5,0,26.88
2026-07-26,120253142306480281,120253142123820281,5.67,5.1,67,14,84.62
2026-07-26,120253167383880281,120253167383820281,17.52,15.77,239,32,73.32
2026-07-26,120253167420410281,120253167383820281,0.01,0.01,3,0,2.1
2026-07-26,120253167424590281,120253167383820281,1.35,1.22,13,2,104.18
2026-07-26,120253167426990281,120253167383820281,1.04,0.94,25,3,41.8
2026-07-26,120253167433710281,120253167383820281,0,0,1,0,2.5
2026-07-26,120253167436950281,120253167383820281,0.74,0.67,14,0,53.09
2026-07-26,120253167453190281,120253167453110281,0.27,0.24,6,0,45.15
2026-07-26,120253167657030281,120253167453110281,1.7,1.53,23,3,73.95
2026-07-26,120253167666800281,120253167453110281,0.29,0.26,8,2,35.94
2026-07-26,120253167671240281,120253167453110281,1.32,1.19,13,2,101.42
2026-07-26,120253167676340281,120253167453110281,0.62,0.56,5,1,124.24
2026-07-26,120253167681590281,120253167453110281,1.92,1.73,46,5,41.75
2026-07-26,120253167944440281,120253167773160281,0.9,0.81,7,2,128.09
2026-07-26,120253167947120281,120253167773160281,8.49,7.64,89,16,95.35
2026-07-26,120253167949790281,120253167773160281,9.24,8.31,121,26,76.33
2026-07-26,120253167954350281,120253167773160281,6.47,5.82,89,12,72.72
2026-07-26,120253167956510281,120253167773160281,4.17,3.75,57,7,73.18
2026-07-26,120253168223720281,120253168223660281,1.3,1.17,27,3,48.02
2026-07-26,120253168272260281,120253168223660281,1.26,1.14,18,5,70.28
2026-07-26,120253168276010281,120253168223660281,5.34,4.81,51,9,104.69
2026-07-26,120253168279700281,120253168223660281,5.6,5.04,76,15,73.68
2026-07-26,120253168282030281,120253168223660281,0.01,0.01,3,0,2.9
2026-07-26,120253168393840281,120253168354220281,1.71,1.54,12,2,142.28
2026-07-26,120253168397070281,120253168354220281,0.07,0.06,5,0,14.06
2026-07-26,120253168399990281,120253168354220281,16.57,14.91,179,28,92.55
2026-07-26,120253168402020281,120253168354220281,0.01,0.01,1,0,8
2026-07-26,120253168407870281,120253168354220281,0.78,0.7,5,1,156.38
2026-07-26,120253168447900281,120253168447820281,2.45,2.2,30,13,81.64
2026-07-26,120253168472750281,120253168447820281,0.05,0.04,2,0,24.85
2026-07-26,120253168474870281,120253168447820281,1.29,1.16,13,3,99.25
2026-07-26,120253168478000281,120253168447820281,7.63,6.87,88,21,86.72
2026-07-26,120253224542190281,120253224542110281,5.25,4.73,69,14,76.11
2026-07-26,120253224685120281,120253224542110281,1,0.9,13,3,76.57
2026-07-26,120253224700400281,120253224542110281,0,0,1,0,1.7
2026-07-26,120253224769150281,120253224769080281,0.47,0.42,4,1,117.55
2026-07-26,120253224960730281,120253224769080281,45.12,40.61,566,87,79.72
2026-07-26,120253224978560281,120253224769080281,3.14,2.83,21,6,149.6
2026-07-26,120253224985020281,120253224769080281,2.03,1.83,22,5,92.34
2026-07-26,120253224989840281,120253224769080281,0.09,0.08,1,0,87.4
2026-07-26,120253225009820281,120253225009810281,6.62,5.96,83,10,79.81
2026-07-26,120253225026480281,120253225009810281,18.64,16.78,182,26,102.41
2026-07-26,120253225029450281,120253225009810281,8.66,7.79,116,20,74.64
2026-07-26,120253225032160281,120253225009810281,0.02,0.01,2,0,8.05
2026-07-26,120253225035240281,120253225009810281,1,0.9,13,4,76.72
2026-07-26,120253225038370281,120253225009810281,10.95,9.85,157,29,69.74
2026-07-26,120253225073690281,120253225073650281,2.81,2.53,27,4,104.22
2026-07-26,120253225087760281,120253225073650281,8.1,7.29,71,11,114.02
2026-07-26,120253225101570281,120253225073650281,0,0,1,0,3.3
2026-07-26,120253225111400281,120253225073650281,6.84,6.15,104,14,65.73
2026-07-26,120253225135180281,120253225073650281,13.6,12.24,112,16,121.43
2026-07-26,120253225329900281,120253225329830281,0.12,0.11,4,0,29.88
2026-07-26,120253225450210281,120253225329830281,0.02,0.02,3,0,8.3
2026-07-26,120253225501180281,120253225329830281,16.27,14.64,200,25,81.34
2026-07-26,120253225541760281,120253225329830281,0.13,0.11,20,0,6.32
2026-07-26,120253225586410281,120253225329830281,6.11,5.5,92,13,66.42
2026-07-26,120253225638960281,120253225329830281,6.72,6.05,69,10,97.37
2026-07-26,120253225795580281,120253225795550281,24.59,22.13,340,61,72.32
2026-07-26,120253225872080281,120253225795550281,15.43,13.89,194,32,79.56
2026-07-26,120253225880820281,120253225795550281,14,12.6,200,27,69.98
2026-07-26,120253225889030281,120253225795550281,0.87,0.78,10,1,86.85
2026-07-26,120253225931950281,120253225795550281,21.36,19.22,221,41,96.63
2026-07-26,120253226001460281,120253225795550281,12.59,11.33,143,24,88.07
2026-07-27,120247357080980278,120247357080990278,6.19,5.57,75,11,82.52
2026-07-27,120247357081010278,120247357080990278,13.68,12.31,152,31,89.99
2026-07-27,120247357081030278,120247357080990278,13.19,11.87,136,26,96.99
2026-07-27,120247357081040278,120247357080990278,10.01,9.01,123,23,81.37
2026-07-27,120247357081050278,120247357080990278,10.07,9.06,96,17,104.86
2026-07-27,120247357457050278,120247357456980278,16.4,14.76,169,39,97.04
2026-07-27,120247357457070278,120247357456980278,13.14,11.82,187,37,70.25
2026-07-27,120247357457080278,120247357456980278,15.92,14.33,144,29,110.59
2026-07-27,120247357457090278,120247357456980278,22.6,20.34,232,29,97.4
2026-07-27,120247357457100278,120247357456980278,7.16,6.44,88,16,81.33
2026-07-27,120247358420040278,120247358419970278,19.23,17.31,215,42,89.44
2026-07-27,120247358420060278,120247358419970278,17.4,15.66,156,44,111.51
2026-07-27,120247358420070278,120247358419970278,9.15,8.23,98,15,93.33
2026-07-27,120247358420080278,120247358419970278,8.44,7.59,113,21,74.67
2026-07-27,120247358420090278,120247358419970278,2.84,2.56,39,6,72.83
2026-07-27,120247358791350278,120247358791270278,7.9,7.11,86,18,91.81
2026-07-27,120247358791360278,120247358791270278,5.12,4.61,37,6,138.34
2026-07-27,120247359464720278,120247359464690278,4.48,4.03,42,9,106.59
2026-07-27,120247360141410278,120247360141370278,17.4,15.66,278,44,62.58
2026-07-27,120247360141470278,120247360141370278,11.12,10.01,127,26,87.55
2026-07-27,120247360141480278,120247360141370278,12.78,11.5,200,31,63.88
2026-07-27,120247360141490278,120247360141370278,15.09,13.58,153,28,98.6
2026-07-27,120247360356770278,120247360356710278,9.3,8.37,106,19,87.78
2026-07-27,120247360356790278,120247360356710278,8.16,7.34,113,20,72.19
2026-07-27,120247360356820278,120247360356710278,13.51,12.16,99,18,136.5
2026-07-27,120247360356830278,120247360356710278,10.63,9.57,155,25,68.57
2026-07-27,120247360531040278,120247360531070278,1.63,1.47,31,4,52.58
2026-07-27,120247360531120278,120247360531070278,13.37,12.03,137,19,97.56
2026-07-27,120247360531130278,120247360531070278,11.7,10.53,88,13,132.93
2026-07-27,120247360531140278,120247360531070278,24.18,21.77,313,39,77.27
2026-07-27,120247382323040278,120247382322970278,19.9,17.91,254,52,78.37
2026-07-27,120247382323050278,120247382322970278,17.18,15.46,223,42,77.04
2026-07-27,120247382323060278,120247382322970278,11.2,10.08,158,24,70.9
2026-07-27,120247382323070278,120247382322970278,6.29,5.66,82,9,76.66
2026-07-27,120247382323080278,120247382322970278,14.75,13.27,157,21,93.93
2026-07-27,120247382323090278,120247382322970278,16.47,14.82,209,35,78.8
2026-07-27,120247488168300278,120247488168210278,6.57,5.91,95,15,69.18
2026-07-27,120247488215910278,120247488168210278,10.89,9.81,147,22,74.11
2026-07-27,120247488220950278,120247488168210278,10.51,9.46,107,9,98.19
2026-07-27,120247488225850278,120247488168210278,19.76,17.79,182,29,108.58
2026-07-27,120247488230320278,120247488168210278,14.77,13.29,145,26,101.83
2026-07-27,120247488259350278,120247488259330278,17.58,15.82,216,27,81.4
2026-07-27,120247488419540278,120247488259330278,8.22,7.4,101,24,81.43
2026-07-27,120247488474100278,120247488474000278,21.38,19.24,201,29,106.37
2026-07-27,120247488660110278,120247488474000278,11.68,10.51,99,16,117.94
2026-07-27,120247488793560278,120247488474000278,5.12,4.61,105,11,48.76
2026-07-27,120247488827940278,120247488474000278,36.78,33.1,281,53,130.89
2026-07-27,120247488854820278,120247488474000278,8.76,7.89,123,23,71.24
2026-07-27,120247488968980278,120247488930090278,7.62,6.86,103,18,74
2026-07-27,120247488989090278,120247488930090278,1.68,1.51,30,8,55.86
2026-07-27,120247489016960278,120247488930090278,12.86,11.58,130,10,98.95
2026-07-27,120247489113490278,120247489056040278,17.16,15.45,161,49,106.61
2026-07-27,120247489137090278,120247489056040278,2.73,2.45,33,3,82.62
2026-07-27,120247489149860278,120247489056040278,8.23,7.41,52,10,158.26
2026-07-27,120247489155770278,120247489048850278,13.14,11.83,129,30,101.85
2026-07-27,120247489160520278,120247489056040278,50.17,45.16,557,94,90.08
2026-07-27,120247506168140278,120247506168050278,10.79,9.71,92,6,117.25
2026-07-27,120247506216350278,120247506168050278,16.76,15.08,126,27,133
2026-07-27,120247506249690278,120247506168050278,8.87,7.98,86,21,103.14
2026-07-27,120247506424250278,120247506424170278,24.85,22.36,189,21,131.48
2026-07-27,120247506530130278,120247506424170278,3.02,2.72,43,7,70.34
2026-07-27,120247506542160278,120247506424170278,10.98,9.89,135,12,81.36
2026-07-27,120247506560570278,120247506424170278,6.96,6.26,71,10,97.98
2026-07-27,120247565319140278,120247565319070278,6.7,6.03,80,15,83.75
2026-07-27,120247566326940278,120247565319070278,5.15,4.63,95,9,54.19
2026-07-27,120247566362420278,120247565319070278,10.19,9.17,117,37,87.06
2026-07-27,120247566388550278,120247565319070278,5.86,5.28,86,12,68.16
2026-07-27,120247566417460278,120247565319070278,4.48,4.03,55,4,81.5
2026-07-27,120247566440100278,120247565319070278,7.14,6.42,105,7,67.98
2026-07-27,120247566460400278,120247566460390278,7.2,6.48,87,9,82.73
2026-07-27,120247566488020278,120247566460390278,11.33,10.2,91,17,124.52
2026-07-27,120247566493330278,120247566460390278,2.42,2.18,13,2,186.39
2026-07-27,120247566496630278,120247566460390278,8.95,8.06,156,24,57.4
2026-07-27,120247566505120278,120247566460390278,7.79,7.01,104,23,74.93
2026-07-27,120247566509570278,120247566460390278,12.61,11.35,100,20,126.1
2026-07-27,120247566558640278,120247566544730278,6,5.4,95,15,63.14
2026-07-27,120247566567050278,120247566544730278,7.1,6.39,61,19,116.47
2026-07-27,120247566569190278,120247566544730278,4.14,3.73,52,7,79.63
2026-07-27,120247566640090278,120247566626060278,2.79,2.51,24,6,116.08
2026-07-27,120247566698490278,120247566662260278,3.24,2.92,43,4,75.43
2026-07-27,120253079132510281,120253079044410281,3.93,3.53,29,7,135.39
2026-07-27,120253082723400281,120253082530810281,9.81,8.83,128,19,76.67
2026-07-27,120253082737930281,120253082530810281,4.83,4.34,74,8,65.22
2026-07-27,120253082817280281,120253082817170281,8.18,7.36,72,13,113.61
2026-07-27,120253101284450281,120253101270850281,8.05,7.24,119,21,67.63
2026-07-27,120253101288330281,120253101270850281,9.11,8.2,111,15,82.09
2026-07-27,120253101303050281,120253101302970281,9.4,8.46,114,15,82.45
2026-07-27,120253101321190281,120253101302970281,7.89,7.1,99,11,79.74
2026-07-27,120253101322290281,120253101302970281,4.81,4.33,93,19,51.7
2026-07-27,120253101346700281,120253101330870281,7.63,6.86,107,14,71.28
2026-07-27,120253137204850281,120253137172780281,16.36,14.73,213,17,76.82
2026-07-27,120253137209500281,120253137172780281,1.2,1.08,29,4,41.53
2026-07-27,120253137215430281,120253137172780281,7.42,6.68,71,11,104.48
2026-07-27,120253138575670281,120253138463510281,2.95,2.66,48,10,61.55
2026-07-27,120253138584190281,120253138463510281,3.36,3.02,47,10,71.5
2026-07-27,120253138733630281,120253138672250281,9.65,8.69,98,22,98.51
2026-07-27,120253138933900281,120253138766230281,23.34,21,338,45,69.05
2026-07-27,120253141499830281,120253141376060281,15.83,14.24,181,29,87.44
2026-07-27,120253141501720281,120253141376060281,4.1,3.69,52,11,78.8
2026-07-27,120253141747920281,120253141635460281,48.12,43.31,464,85,103.72
2026-07-27,120253141780200281,120253141635460281,11.36,10.22,180,29,63.11
2026-07-27,120253141945370281,120253141863550281,13.05,11.74,192,31,67.95
2026-07-27,120253142297110281,120253142123820281,8.57,7.71,109,16,78.62
2026-07-27,120253142306480281,120253142123820281,5.23,4.71,64,7,81.77
2026-07-27,120253167383880281,120253167383820281,35.49,31.94,407,64,87.2
2026-07-27,120253167681590281,120253167453110281,0.57,0.51,15,2,37.75
2026-07-27,120253167947120281,120253167773160281,6.57,5.91,90,13,73
2026-07-27,120253167949790281,120253167773160281,6.26,5.64,51,6,122.78
2026-07-27,120253167954350281,120253167773160281,10.49,9.44,152,13,69.02
2026-07-27,120253167956510281,120253167773160281,10.81,9.73,90,12,120.06
2026-07-27,120253168276010281,120253168223660281,6.43,5.79,55,8,116.98
2026-07-27,120253168279700281,120253168223660281,9.92,8.93,82,19,120.95
2026-07-27,120253168399990281,120253168354220281,10.33,9.29,153,18,67.5
2026-07-27,120253168478000281,120253168447820281,10.02,9.01,101,23,99.17
2026-07-27,120253224542190281,120253224542110281,3.81,3.43,59,8,64.56
2026-07-27,120253224960730281,120253224769080281,59.16,53.25,715,110,82.75
2026-07-27,120253225009820281,120253225009810281,4.82,4.34,82,11,58.74
2026-07-27,120253225026480281,120253225009810281,20.56,18.51,248,43,82.92
2026-07-27,120253225029450281,120253225009810281,14.52,13.07,167,31,86.94
2026-07-27,120253225038370281,120253225009810281,6.52,5.87,135,17,48.31
2026-07-27,120253225073690281,120253225073650281,6.14,5.53,76,13,80.82
2026-07-27,120253225087760281,120253225073650281,10.4,9.36,101,18,103
2026-07-27,120253225111400281,120253225073650281,21.16,19.04,262,44,80.75
2026-07-27,120253225135180281,120253225073650281,9.82,8.83,113,27,86.87
2026-07-27,120253225501180281,120253225329830281,18.89,17,140,26,134.96
2026-07-27,120253225586410281,120253225329830281,13.52,12.17,96,18,140.82
2026-07-27,120253225638960281,120253225329830281,8.23,7.4,113,12,72.81
2026-07-27,120253225795580281,120253225795550281,36.45,32.8,523,60,69.69
2026-07-27,120253225872080281,120253225795550281,19.73,17.76,215,38,91.77
2026-07-27,120253225880820281,120253225795550281,16.9,15.21,232,34,72.86
2026-07-27,120253225931950281,120253225795550281,24.08,21.67,267,40,90.19
2026-07-27,120253226001460281,120253225795550281,10.94,9.84,159,18,68.78
2026-07-28,120247357080980278,120247357080990278,18.54,16.68,123,24,150.71
2026-07-28,120247357081010278,120247357080990278,12.85,11.56,163,19,78.83
2026-07-28,120247357081030278,120247357080990278,7.83,7.05,132,16,59.32
2026-07-28,120247357081040278,120247357080990278,12.03,10.83,148,37,81.29
2026-07-28,120247357081050278,120247357080990278,9.61,8.65,106,24,90.67
2026-07-28,120247357457050278,120247357456980278,15.66,14.09,139,24,112.66
2026-07-28,120247357457070278,120247357456980278,12.51,11.26,176,25,71.06
2026-07-28,120247357457080278,120247357456980278,10.28,9.25,117,11,87.86
2026-07-28,120247357457090278,120247357456980278,16.24,14.62,185,19,87.81
2026-07-28,120247357457100278,120247357456980278,4.99,4.49,60,12,83.09
2026-07-28,120247358420040278,120247358419970278,14.43,12.99,129,24,111.86
2026-07-28,120247358420060278,120247358419970278,3.01,2.71,38,10,79.15
2026-07-28,120247358420070278,120247358419970278,10.58,9.52,110,18,96.16
2026-07-28,120247358420080278,120247358419970278,5.12,4.61,72,5,71.15
2026-07-28,120247358420090278,120247358419970278,1.84,1.66,16,2,115.13
2026-07-28,120247358791350278,120247358791270278,7.47,6.72,70,8,106.67
2026-07-28,120247358791360278,120247358791270278,12.89,11.6,120,18,107.44
2026-07-28,120247359464720278,120247359464690278,6.96,6.26,78,19,89.23
2026-07-28,120247360141410278,120247360141370278,19.95,17.95,226,43,88.27
2026-07-28,120247360141470278,120247360141370278,2.89,2.6,57,8,50.75
2026-07-28,120247360141480278,120247360141370278,10.28,9.26,122,17,84.3
2026-07-28,120247360141490278,120247360141370278,12.41,11.17,152,20,81.68
2026-07-28,120247360356770278,120247360356710278,11.43,10.29,148,27,77.23
2026-07-28,120247360356790278,120247360356710278,7.16,6.44,73,14,98.08
2026-07-28,120247360356820278,120247360356710278,4.12,3.71,44,8,93.56
2026-07-28,120247360356830278,120247360356710278,5.96,5.36,114,18,52.28
2026-07-28,120247360531040278,120247360531070278,0.01,0,2,0,2.55
2026-07-28,120247360531120278,120247360531070278,5.99,5.39,77,10,77.84
2026-07-28,120247360531130278,120247360531070278,12.48,11.23,126,25,99.02
2026-07-28,120247360531140278,120247360531070278,18.8,16.92,243,28,77.35
2026-07-28,120247382323040278,120247382322970278,12.96,11.66,137,26,94.59
2026-07-28,120247382323050278,120247382322970278,8.92,8.03,125,26,71.36
2026-07-28,120247382323060278,120247382322970278,9.98,8.99,120,22,83.2
2026-07-28,120247382323070278,120247382322970278,8.28,7.45,117,16,70.76
2026-07-28,120247382323080278,120247382322970278,30.01,27.01,257,61,116.76
2026-07-28,120247382323090278,120247382322970278,14.2,12.78,155,24,91.59
2026-07-28,120247488168300278,120247488168210278,8.18,7.36,116,22,70.51
2026-07-28,120247488215910278,120247488168210278,13.03,11.72,145,31,89.84
2026-07-28,120247488220950278,120247488168210278,9.69,8.72,91,15,106.49
2026-07-28,120247488225850278,120247488168210278,9.78,8.8,133,31,73.5
2026-07-28,120247488230320278,120247488168210278,10.92,9.83,169,15,64.64
2026-07-28,120247488259350278,120247488259330278,13.08,11.78,158,27,82.81
2026-07-28,120247488419540278,120247488259330278,6.69,6.02,78,10,85.71
2026-07-28,120247488474100278,120247488474000278,16.07,14.47,161,31,99.83
2026-07-28,120247488660110278,120247488474000278,9.83,8.84,112,23,87.72
2026-07-28,120247488793560278,120247488474000278,12.24,11.02,116,27,105.53
2026-07-28,120247488827940278,120247488474000278,12.05,10.84,159,26,75.76
2026-07-28,120247488854820278,120247488474000278,10.78,9.7,173,25,62.3
2026-07-28,120247488968980278,120247488930090278,8.81,7.92,105,23,83.86
2026-07-28,120247488989090278,120247488930090278,0.35,0.31,8,2,43.59
2026-07-28,120247489016960278,120247488930090278,8.57,7.71,81,12,105.82
2026-07-28,120247489113490278,120247489056040278,3.67,3.3,55,7,66.69
2026-07-28,120247489137090278,120247489056040278,0.03,0.03,5,0,6.48
2026-07-28,120247489149860278,120247489056040278,2.06,1.85,27,5,76.33
2026-07-28,120247489155770278,120247489048850278,9.25,8.32,107,20,86.44
2026-07-28,120247489160520278,120247489056040278,18.97,17.07,281,40,67.52
2026-07-28,120247506168140278,120247506168050278,4.47,4.02,71,10,62.89
2026-07-28,120247506216350278,120247506168050278,14.99,13.49,102,24,146.99
2026-07-28,120247506249690278,120247506168050278,3.75,3.38,54,8,69.47
2026-07-28,120247506424250278,120247506424170278,9.86,8.87,120,10,82.14
2026-07-28,120247506530130278,120247506424170278,4.63,4.16,64,10,72.28
2026-07-28,120247506542160278,120247506424170278,5.5,4.95,64,3,86.01
2026-07-28,120247506560570278,120247506424170278,5.23,4.71,82,12,63.77
2026-07-28,120247565319140278,120247565319070278,0.99,0.89,19,4,52.12
2026-07-28,120247566326940278,120247565319070278,7.64,6.88,46,7,166.18
2026-07-28,120247566362420278,120247565319070278,4.73,4.26,61,4,77.52
2026-07-28,120247566388550278,120247565319070278,0,0,1,0,3.9
2026-07-28,120247566417460278,120247565319070278,0.26,0.23,9,1,28.99
2026-07-28,120247566440100278,120247565319070278,2.44,2.2,49,3,49.8
2026-07-28,120247566460400278,120247566460390278,2.42,2.18,25,5,96.87
2026-07-28,120247566488020278,120247566460390278,2.69,2.43,43,3,62.67
2026-07-28,120247566493330278,120247566460390278,0.26,0.23,7,1,36.89
2026-07-28,120247566496630278,120247566460390278,7.92,7.13,66,11,119.98
2026-07-28,120247566505120278,120247566460390278,6.82,6.13,88,20,77.45
2026-07-28,120247566509570278,120247566460390278,5.09,4.58,77,17,66.11
2026-07-28,120247566558640278,120247566544730278,9.42,8.48,137,21,68.77
2026-07-28,120247566567050278,120247566544730278,9.87,8.88,98,30,100.68
2026-07-28,120247566569190278,120247566544730278,4.86,4.37,51,8,95.31
2026-07-28,120247566640090278,120247566626060278,2.48,2.23,12,1,206.76
2026-07-28,120247566698490278,120247566662260278,0.01,0.01,3,0,2.73
2026-07-28,120247639366370278,120247639310830278,0.01,0.01,1,0,7.3
2026-07-28,120247639374090278,120247639310830278,0,0,2,1,1.95
2026-07-28,120247788946870330,120247788946770330,2.9,2.61,44,11,65.88
2026-07-28,120247788986680330,120247788946770330,4.24,3.81,55,17,77.02
