data,adset_id,campaign_id,receita_gam_bruta,receita_gam_liquida,impressoes_gam,cliques_gam,ecpm_gam
2026-07-31,120253303936160281,120253167453110281,1.7,1.53,21,5,81.13
2026-07-31,120253303941140281,120253167453110281,1.33,1.2,4,0,333.72
2026-07-31,120253303964040281,120253167453110281,0.02,0.02,1,0,17.3
2026-07-31,120253304045990281,120253304045940281,0.15,0.14,3,0,50.37
2026-07-31,120253304105950281,120253304045940281,0.51,0.46,9,1,56.91
2026-07-31,120253304211740281,120253304045940281,0,0,1,0,2.4
2026-07-31,120253304219800281,120253304045940281,0.04,0.04,2,0,21
2026-07-31,120253304289250281,120253304289200281,0.2,0.18,9,1,22.32
2026-07-31,120253304511230281,120253304289200281,0.31,0.28,6,1,51.87
2026-07-31,120253304699650281,120253304289200281,0,0,1,0,2.6
2026-07-31,120253304752230281,120253304289200281,0.1,0.09,5,0,20.24
2026-07-31,120253304775170281,120253304289200281,0,0,1,0,1.5
2026-08-01,120247357080980278,120247357080990278,4.08,3.67,81,11,50.37
2026-08-01,120247357081010278,120247357080990278,5.76,5.18,95,13,60.6
2026-08-01,120247357081030278,120247357080990278,9.91,8.92,84,26,118.02
2026-08-01,120247357081040278,120247357080990278,16.8,15.12,200,47,83.98
2026-08-01,120247357081050278,120247357080990278,17.1,15.39,186,25,91.93
2026-08-01,120247357457050278,120247357456980278,14.22,12.79,137,22,103.76
2026-08-01,120247357457070278,120247357456980278,9.15,8.24,118,14,77.58
2026-08-01,120247357457080278,120247357456980278,14.49,13.04,135,22,107.3
2026-08-01,120247357457090278,120247357456980278,8.08,7.27,102,13,79.2
2026-08-01,120247357457100278,120247357456980278,12.05,10.85,124,21,97.22
2026-08-01,120247358420060278,120247358419970278,9.92,8.93,105,27,94.51
2026-08-01,120247358420070278,120247358419970278,14.83,13.35,188,29,78.9
2026-08-01,120247358420080278,120247358419970278,4.37,3.94,73,16,59.92
2026-08-01,120247359464720278,120247359464690278,10.46,9.42,113,23,92.58
2026-08-01,120247360141410278,120247360141370278,17.78,16.01,231,36,76.99
2026-08-01,120247360141480278,120247360141370278,9.83,8.85,100,15,98.31
2026-08-01,120247360141490278,120247360141370278,8.3,7.47,104,17,79.81
2026-08-01,120247360356770278,120247360356710278,3.11,2.8,38,5,81.78
2026-08-01,120247360356790278,120247360356710278,8.72,7.85,81,17,107.66
2026-08-01,120247360356820278,120247360356710278,4.41,3.97,75,8,58.82
2026-08-01,120247360356830278,120247360356710278,16.83,15.14,186,50,90.47
2026-08-01,120247360531120278,120247360531070278,1.97,1.78,31,2,63.69
2026-08-01,120247360531130278,120247360531070278,9.37,8.43,94,14,99.64
2026-08-01,120247360531140278,120247360531070278,18.23,16.41,265,26,68.79
2026-08-01,120247382323040278,120247382322970278,28.12,25.31,235,38,119.65
2026-08-01,120247382323050278,120247382322970278,7.03,6.32,160,19,43.91
2026-08-01,120247382323060278,120247382322970278,16.49,14.84,178,33,92.65
2026-08-01,120247382323070278,120247382322970278,14.36,12.92,149,24,96.37
2026-08-01,120247382323080278,120247382322970278,19.35,17.41,178,37,108.69
2026-08-01,120247382323090278,120247382322970278,9.61,8.65,122,16,78.78
2026-08-01,120247488168300278,120247488168210278,20.98,18.88,152,21,138.04
2026-08-01,120247488215910278,120247488168210278,23.48,21.13,206,48,113.96
2026-08-01,120247488220950278,120247488168210278,9.77,8.79,111,25,88.02
2026-08-01,120247488225850278,120247488168210278,10.82,9.74,129,23,83.85
2026-08-01,120247488230320278,120247488168210278,13.09,11.78,94,27,139.26
2026-08-01,120247488259350278,120247488259330278,17.09,15.38,230,43,74.3
2026-08-01,120247488474100278,120247488474000278,8.7,7.83,126,28,69.05
2026-08-01,120247488660110278,120247488474000278,5.39,4.85,93,15,57.92
2026-08-01,120247488793560278,120247488474000278,15.29,13.76,130,36,117.61
2026-08-01,120247488827940278,120247488474000278,13.45,12.11,167,29,80.54
2026-08-01,120247488854820278,120247488474000278,11.41,10.27,127,13,89.87
2026-08-01,120247488968980278,120247488930090278,7.93,7.14,112,25,70.83
2026-08-01,120247489016960278,120247488930090278,13.41,12.07,135,20,99.31
2026-08-01,120247489160520278,120247489056040278,48.97,44.07,542,78,90.34
2026-08-01,120247506249690278,120247506168050278,10.21,9.19,96,15,106.38
2026-08-01,120247506424250278,120247506424170278,6.25,5.63,67,8,93.29
2026-08-01,120247506530130278,120247506424170278,6.56,5.91,61,10,107.6
2026-08-01,120247506542160278,120247506424170278,2.75,2.48,52,4,52.97
2026-08-01,120247506560570278,120247506424170278,0.68,0.61,24,5,28.37
2026-08-01,120247753268600278,120247753268510278,4.21,3.78,74,12,56.83
2026-08-01,120247753333380278,120247753268510278,7.89,7.1,65,14,121.32
2026-08-01,120247753339060278,120247753268510278,2.18,1.96,14,3,155.8
2026-08-01,120247753343390278,120247753268510278,6.48,5.83,82,15,79.04
2026-08-01,120247753348540278,120247753268510278,3.4,3.06,45,7,75.54
2026-08-01,120247753359010278,120247753268510278,8.97,8.08,86,9,104.35
2026-08-01,120247753419630278,120247753386280278,0.03,0.02,2,0,13.55
2026-08-01,120247753572160278,120247753572060278,4.57,4.11,32,5,142.8
2026-08-01,120247753631300278,120247753572060278,6.29,5.66,80,12,78.64
2026-08-01,120247753639190278,120247753572060278,8.26,7.43,67,15,123.29
2026-08-01,120247753647720278,120247753572060278,2.26,2.04,38,4,59.56
2026-08-01,120247753656710278,120247753572060278,4.56,4.11,45,7,101.4
2026-08-01,120247753677620278,120247753572060278,3.77,3.39,24,6,156.94
2026-08-01,120247753719190278,120247753719120278,3.57,3.21,29,5,123.08
2026-08-01,120247753784310278,120247753719120278,4.58,4.12,26,4,176.06
2026-08-01,120247753789900278,120247753719120278,6.76,6.09,67,9,100.97
2026-08-01,120247753798010278,120247753719120278,11.13,10.02,66,18,168.62
2026-08-01,120247753808800278,120247753719120278,1.09,0.98,47,7,23.13
2026-08-01,120247753817950278,120247753719120278,0.31,0.28,2,1,153
2026-08-01,120247753837730278,120247753837740278,2.25,2.02,17,5,132.3
2026-08-01,120247753859960278,120247753837740278,7.26,6.53,96,15,75.62
2026-08-01,120247753870250278,120247753837740278,0.95,0.86,14,2,68.21
2026-08-01,120247753880980278,120247753837740278,0.99,0.89,12,2,82.42
2026-08-01,120247753888530278,120247753837740278,4.34,3.91,26,6,166.99
2026-08-01,120247753901780278,120247753837740278,9.33,8.4,87,23,107.26
2026-08-01,120253101303050281,120253101302970281,0.01,0.01,1,0,14.5
2026-08-01,120253101321190281,120253101302970281,0.23,0.2,13,0,17.36
2026-08-01,120253141499830281,120253141376060281,0.92,0.83,4,0,229.7
2026-08-01,120253141780200281,120253141635460281,0.01,0.01,1,0,8.4
2026-08-01,120253225026480281,120253225009810281,0.56,0.5,8,2,69.81
2026-08-01,120253225087760281,120253225073650281,0.3,0.27,7,2,42.99
2026-08-01,120253225638960281,120253225329830281,0,0,2,0,1.35
2026-08-01,120253225795580281,120253225795550281,0.61,0.55,14,1,43.83
2026-08-01,120253225872080281,120253225795550281,0.05,0.04,2,1,23
2026-08-01,120253225880820281,120253225795550281,0.26,0.24,2,1,131.95
2026-08-01,120253226001460281,120253225795550281,0.26,0.24,5,1,52.82
2026-08-01,120253303687920281,120253303569690281,0.01,0.01,1,0,6.8
2026-08-01,120253304289250281,120253304289200281,0.57,0.52,4,1,143.5
2026-08-01,120253406535550281,120253406535430281,0.89,0.8,28,7,31.85
2026-08-01,120253406611390281,120253406535430281,2.1,1.89,33,1,63.72
2026-08-01,120253406623060281,120253406535430281,4.17,3.75,28,6,148.87
2026-08-01,120253406631270281,120253406535430281,5.59,5.03,40,4,139.64
2026-08-01,120253406640860281,120253406535430281,0.52,0.47,7,1,74.83
2026-08-01,120253406659640281,120253406535430281,2.1,1.89,18,3,116.78
2026-08-01,120253406694290281,120253406694250281,4.96,4.46,43,11,115.3
2026-08-01,120253406774810281,120253406694250281,4.6,4.14,40,6,115.08
2026-08-01,120253406811390281,120253406694250281,0.87,0.79,17,4,51.34
2026-08-01,120253406815340281,120253406694250281,8.68,7.82,56,13,155.08
2026-08-01,120253406822870281,120253406694250281,2.5,2.25,60,7,41.69
2026-08-01,120253406852120281,120253406694250281,7.82,7.04,71,8,110.14
2026-08-01,120253406891930281,120253406891860281,8.38,7.54,64,12,130.87
2026-08-01,120253406978040281,120253406891860281,5.49,4.94,81,8,67.75
2026-08-01,120253406998850281,120253406891860281,2.6,2.34,33,3,78.93
2026-08-01,120253407003410281,120253406891860281,1.01,0.91,15,4,67.39
2026-08-01,120253407021750281,120253406891860281,7.3,6.57,76,21,96.07
2026-08-01,120253407039770281,120253406891860281,0.61,0.55,21,0,29.09
2026-08-01,120253407221960281,120253407221890281,5.63,5.07,61,14,92.36
2026-08-01,120253407333460281,120253407221890281,1.65,1.48,29,4,56.76
2026-08-01,120253407349550281,120253407221890281,4.23,3.8,61,9,69.27
2026-08-01,120253407356150281,120253407221890281,1.05,0.94,11,3,95.21
2026-08-01,120253407402570281,120253407221890281,6.54,5.89,85,21,76.99
2026-08-01,120253407409760281,120253407221890281,2.06,1.86,52,5,39.71
2026-08-01,120253407539430281,120253407539350281,4.15,3.73,59,12,70.32
2026-08-01,120253407553070281,120253407539350281,1.83,1.65,46,7,39.81
2026-08-01,120253407556650281,120253407539350281,3.17,2.85,54,7,58.68
2026-08-01,120253407641490281,120253407539350281,3.33,3,70,9,47.54
2026-08-01,120253407759380281,120253407539350281,4.21,3.78,83,10,50.67
2026-08-01,120253407926920281,120253407539350281,4.79,4.31,97,16,49.41
2026-08-01,120253408396180281,120253408396060281,0.63,0.57,15,2,42.21
2026-08-01,120253409927790281,120253408396060281,3.2,2.88,28,4,114.4
2026-08-01,120253409946870281,120253408396060281,6.91,6.22,72,17,95.92
2026-08-01,120253409966970281,120253408396060281,3.88,3.49,64,10,60.57
2026-08-01,120253409983580281,120253408396060281,2.78,2.5,49,7,56.65
2026-08-01,120253410002420281,120253408396060281,0.87,0.78,7,1,123.77
2026-08-01,120253411255640281,120253411255550281,0.65,0.58,13,1,49.94
2026-08-01,120253411338910281,120253411255550281,8.21,7.39,74,7,110.94
2026-08-01,120253411360680281,120253411255550281,0.8,0.72,21,1,38.18
2026-08-01,120253411374160281,120253411255550281,2.76,2.49,38,8,72.69
2026-08-01,120253411400390281,120253411255550281,1.72,1.55,19,0,90.71
2026-08-01,120253411426250281,120253411255550281,0.84,0.75,22,5,37.98
2026-08-01,120253411538180281,120253411538090281,1.4,1.26,12,4,116.88
2026-08-01,120253411661520281,120253411538090281,0.77,0.69,23,5,33.32
2026-08-01,120253411699610281,120253411538090281,0.52,0.47,11,0,47.71
2026-08-01,120253411718390281,120253411538090281,0.06,0.06,6,0,10.62
2026-08-01,120253411755750281,120253411538090281,12.38,11.14,79,15,156.71
2026-08-01,120253411764760281,120253411538090281,2.26,2.03,23,5,98.06
2026-08-01,120253411910950281,120253411813950281,5.33,4.8,79,11,67.48
2026-08-01,120253411937390281,120253411813950281,6,5.4,69,15,86.92
2026-08-01,120253411974320281,120253411813950281,0.41,0.37,5,1,82.18
2026-08-01,120253411979140281,120253411813950281,4.88,4.4,67,11,72.9
2026-08-01,120253415477520281,120253415477530281,2.05,1.84,26,4,78.69
2026-08-01,120253415529740281,120253415477530281,4.5,4.05,74,11,60.79
2026-08-01,120253415533200281,120253415477530281,1.6,1.44,22,2,72.9
2026-08-01,120253415535590281,120253415477530281,1.45,1.31,22,4,65.99
2026-08-01,120253415537500281,120253415477530281,1.15,1.03,21,3,54.67
2026-08-01,120253415538610281,120253415477530281,3.43,3.09,47,8,73.07
2026-08-01,120253415545930281,120253415545840281,0.54,0.49,5,1,108.42
2026-08-01,120253415586070281,120253415545840281,0.8,0.72,12,2,66.28
2026-08-01,120253415593700281,120253415545840281,10.14,9.13,56,17,181.16
2026-08-01,120253415603370281,120253415545840281,4.89,4.4,29,8,168.47
2026-08-01,120253415608870281,120253415545840281,0.82,0.74,13,2,63.42
2026-08-01,120253415614300281,120253415545840281,0.24,0.22,6,1,40.52
2026-08-01,120253415627710281,120253415627640281,5.64,5.07,44,12,128.13
2026-08-01,120253415654240281,120253415627640281,5.41,4.87,38,9,142.36
2026-08-01,120253415659550281,120253415627640281,1.37,1.23,18,0,76.14
2026-08-01,120253415663260281,120253415627640281,6.03,5.43,78,9,77.32
2026-08-01,120253415684090281,120253415627640281,0.6,0.54,9,0,66.86
2026-08-01,120253415685920281,120253415627640281,4.2,3.78,30,4,140.01
2026-08-01,120253415695320281,120253415695250281,0.6,0.54,3,0,201.53
2026-08-01,120253415718880281,120253415695250281,2.86,2.57,24,8,118.97
2026-08-01,120253415721250281,120253415695250281,6.31,5.68,65,6,97.07
2026-08-01,120253415724350281,120253415695250281,2.12,1.91,47,5,45.17
2026-08-01,120253415726470281,120253415695250281,2.17,1.96,17,5,127.79
2026-08-01,120253415728580281,120253415695250281,1.57,1.41,27,1,58.12
2026-08-01,120253415735450281,120253415735410281,8.12,7.3,46,8,176.42
2026-08-01,120253415756030281,120253415735410281,0.27,0.24,3,1,89.53
2026-08-01,120253415760700281,120253415735410281,4.58,4.12,57,13,80.35
2026-08-01,120253415768180281,120253415735410281,2.18,1.96,22,6,98.93
2026-08-01,120253415770520281,120253415735410281,5.46,4.92,71,10,76.95
2026-08-02,120247357080980278,120247357080990278,8.46,7.62,57,16,148.48
2026-08-02,120247357081010278,120247357080990278,6.95,6.26,88,14,79.01
2026-08-02,120247357081030278,120247357080990278,10.18,9.16,150,19,67.88
2026-08-02,120247357081040278,120247357080990278,20.61,18.55,148,27,139.25
2026-08-02,120247357081050278,120247357080990278,10.72,9.65,92,24,116.54
2026-08-02,120247357457050278,120247357456980278,7.44,6.69,97,10,76.66
2026-08-02,120247357457070278,120247357456980278,9.89,8.9,111,13,89.09
2026-08-02,120247357457080278,120247357456980278,6.51,5.86,79,11,82.46
2026-08-02,120247357457090278,120247357456980278,6.69,6.02,73,8,91.66
2026-08-02,120247357457100278,120247357456980278,6.86,6.18,85,16,80.75
2026-08-02,120247358420060278,120247358419970278,10.47,9.42,106,19,98.77
2026-08-02,120247358420070278,120247358419970278,6.99,6.29,106,11,65.96
2026-08-02,120247358420080278,120247358419970278,3.8,3.42,50,7,75.92
2026-08-02,120247359464720278,120247359464690278,3.95,3.55,61,10,64.71
2026-08-02,120247360141410278,120247360141370278,14.42,12.98,208,21,69.33
2026-08-02,120247360141480278,120247360141370278,13.61,12.25,162,26,83.99
2026-08-02,120247360141490278,120247360141370278,12.11,10.9,132,21,91.78
2026-08-02,120247360356770278,120247360356710278,7.16,6.45,52,11,137.78
2026-08-02,120247360356790278,120247360356710278,9.47,8.53,75,22,126.31
2026-08-02,120247360356820278,120247360356710278,6.31,5.68,94,13,67.11
2026-08-02,120247360356830278,120247360356710278,18.27,16.45,205,37,89.14
2026-08-02,120247360531120278,120247360531070278,0.01,0.01,1,0,5.6
2026-08-02,120247360531130278,120247360531070278,13.69,12.32,115,14,119.08
2026-08-02,120247360531140278,120247360531070278,44.49,40.04,341,58,130.46
2026-08-02,120247382323040278,120247382322970278,27.51,24.76,245,48,112.3
2026-08-02,120247382323050278,120247382322970278,14.92,13.42,190,30,78.51
2026-08-02,120247382323060278,120247382322970278,19.64,17.68,173,28,113.53
2026-08-02,120247382323070278,120247382322970278,13.97,12.58,199,32,70.22
2026-08-02,120247382323080278,120247382322970278,8.89,8,113,21,78.71
2026-08-02,120247382323090278,120247382322970278,15.58,14.03,157,22,99.26
2026-08-02,120247488168300278,120247488168210278,12.68,11.41,152,18,83.4
2026-08-02,120247488215910278,120247488168210278,12.84,11.55,157,23,81.76
2026-08-02,120247488220950278,120247488168210278,17.43,15.68,170,28,102.51
2026-08-02,120247488225850278,120247488168210278,7.54,6.78,93,13,81.03
2026-08-02,120247488230320278,120247488168210278,14.05,12.65,135,25,104.1
2026-08-02,120247488259350278,120247488259330278,20.77,18.69,207,41,100.32
2026-08-02,120247488474100278,120247488474000278,15.31,13.78,191,27,80.15
2026-08-02,120247488660110278,120247488474000278,16.28,14.65,165,25,98.67
2026-08-02,120247488793560278,120247488474000278,8.35,7.52,70,9,119.33
2026-08-02,120247488827940278,120247488474000278,20.79,18.71,220,35,94.48
2026-08-02,120247488854820278,120247488474000278,12.43,11.19,120,14,103.6
2026-08-02,120247488968980278,120247488930090278,9.34,8.4,108,20,86.47
2026-08-02,120247489016960278,120247488930090278,20.9,18.81,199,33,105.01
2026-08-02,120247489160520278,120247489056040278,37.01,33.31,389,63,95.14
2026-08-02,120247506249690278,120247506168050278,14.68,13.22,93,26,157.89
2026-08-02,120247506424250278,120247506424170278,0.36,0.33,7,3,51.77
2026-08-02,120247506530130278,120247506424170278,5.95,5.35,69,14,86.22
2026-08-02,120247506542160278,120247506424170278,10,9,128,24,78.1
2026-08-02,120247506560570278,120247506424170278,0.01,0.01,5,0,2.68
2026-08-02,120247753268600278,120247753268510278,13.76,12.39,168,30,81.93
2026-08-02,120247753333380278,120247753268510278,3.7,3.33,68,8,54.36
2026-08-02,120247753339060278,120247753268510278,4.83,4.35,30,5,160.99
2026-08-02,120247753343390278,120247753268510278,6.74,6.07,89,13,75.77
2026-08-02,120247753348540278,120247753268510278,4.56,4.1,51,12,89.37
2026-08-02,120247753359010278,120247753268510278,9.57,8.62,86,20,111.32
2026-08-02,120247753572160278,120247753572060278,8.04,7.23,97,16,82.86
2026-08-02,120247753631300278,120247753572060278,2.37,2.13,48,5,49.35
2026-08-02,120247753639190278,120247753572060278,6.6,5.94,63,11,104.81
2026-08-02,120247753647720278,120247753572060278,4.86,4.37,108,10,44.97
2026-08-02,120247753656710278,120247753572060278,13.91,12.51,159,17,87.45
2026-08-02,120247753677620278,120247753572060278,3.5,3.15,44,4,79.58
2026-08-02,120247753719190278,120247753719120278,14.02,12.61,112,14,125.14
2026-08-02,120247753784310278,120247753719120278,10.07,9.06,113,23,89.13
2026-08-02,120247753789900278,120247753719120278,2.28,2.05,46,4,49.47
2026-08-02,120247753798010278,120247753719120278,5.49,4.94,47,9,116.72
2026-08-02,120247753808800278,120247753719120278,7.39,6.65,60,9,123.11
2026-08-02,120247753817950278,120247753719120278,2.16,1.95,41,7,52.73
2026-08-02,120247753837730278,120247753837740278,1,0.9,22,5,45.48
2026-08-02,120247753859960278,120247753837740278,8.79,7.92,130,15,67.65
2026-08-02,120247753870250278,120247753837740278,5.56,5.01,73,13,76.22
2026-08-02,120247753880980278,120247753837740278,2.41,2.17,33,3,73.06
2026-08-02,120247753888530278,120247753837740278,1.46,1.31,17,1,85.63
2026-08-02,120247753901780278,120247753837740278,8.23,7.41,95,16,86.65
2026-08-02,120247768179410278,120247768179420278,0.01,0.01,1,0,8
2026-08-02,120247768344990278,120247768254900278,2.51,2.26,29,1,86.56
2026-08-02,120247768350600278,120247768254900278,3.08,2.77,62,9,49.62
2026-08-02,120247768356310278,120247768254900278,1.46,1.31,25,2,58.22
2026-08-02,120247768363360278,120247768254900278,6.63,5.97,76,9,87.29
2026-08-02,120247768370710278,120247768254900278,2.83,2.55,13,7,217.88
2026-08-02,120247768444270278,120247768444280278,8.17,7.35,73,13,111.9
2026-08-02,120247768553280278,120247768444280278,9.41,8.47,81,15,116.2
2026-08-02,120247768559710278,120247768444280278,1.83,1.65,34,3,53.92
2026-08-02,120247768566110278,120247768444280278,0,0,1,0,1.7
2026-08-02,120247768572330278,120247768444280278,3.78,3.4,52,9,72.64
2026-08-02,120247768594320278,120247768444280278,1.09,0.98,6,1,181.93
2026-08-02,120247768668500278,120247768668430278,5.26,4.73,70,6,75.08
2026-08-02,120247768725920278,120247768668430278,0.88,0.79,6,0,146.52
2026-08-02,120247768731050278,120247768668430278,18.66,16.8,90,19,207.38
2026-08-02,120247768736930278,120247768668430278,3.77,3.39,20,5,188.27
2026-08-02,120247768743240278,120247768668430278,4.35,3.91,80,7,54.32
2026-08-02,120247768754730278,120247768668430278,5.34,4.8,45,5,118.64
2026-08-02,120247768768140278,120247768768060278,0.52,0.47,7,1,74.1
2026-08-02,120247768802800278,120247768768060278,0.33,0.3,18,0,18.59
2026-08-02,120247768808810278,120247768768060278,17.74,15.96,227,44,78.14
2026-08-02,120247768816390278,120247768768060278,4.16,3.74,25,4,166.35
2026-08-02,120247768820650278,120247768768060278,5.95,5.36,26,3,229
2026-08-02,120247768824920278,120247768768060278,2.18,1.96,26,3,83.92
2026-08-02,120253406535550281,120253406535430281,12.26,11.04,165,26,74.33
2026-08-02,120253406611390281,120253406535430281,5.85,5.26,65,10,89.99
2026-08-02,120253406623060281,120253406535430281,3.27,2.94,32,9,102.17
2026-08-02,120253406631270281,120253406535430281,15.57,14.01,149,35,104.48
2026-08-02,120253406640860281,120253406535430281,10.33,9.3,49,9,210.8
2026-08-02,120253406659640281,120253406535430281,7.03,6.33,93,10,75.58
2026-08-02,120253406694290281,120253406694250281,11.13,10.02,121,19,91.99
2026-08-02,120253406774810281,120253406694250281,8.16,7.34,93,10,87.73
2026-08-02,120253406811390281,120253406694250281,2.25,2.03,28,2,80.54
2026-08-02,120253406815340281,120253406694250281,3.72,3.35,54,10,68.97
2026-08-02,120253406822870281,120253406694250281,14.31,12.88,62,12,230.81
2026-08-02,120253406852120281,120253406694250281,11.14,10.03,146,32,76.3
2026-08-02,120253406891930281,120253406891860281,8.85,7.97,118,17,75.03
2026-08-02,120253406978040281,120253406891860281,11.35,10.21,91,26,124.7
2026-08-02,120253406998850281,120253406891860281,5.96,5.36,45,6,132.33
2026-08-02,120253407003410281,120253406891860281,0.52,0.47,15,1,34.89
2026-08-02,120253407021750281,120253406891860281,0.33,0.3,4,1,83.1
2026-08-02,120253407039770281,120253406891860281,2.74,2.47,21,5,130.62
2026-08-02,120253407146350281,120253407074850281,0.01,0.01,2,0,3.25
2026-08-02,120253407221960281,120253407221890281,2.91,2.62,30,3,97.15
2026-08-02,120253407333460281,120253407221890281,20.19,18.17,123,20,164.12
2026-08-02,120253407349550281,120253407221890281,8.57,7.72,67,17,127.95
2026-08-02,120253407356150281,120253407221890281,5.97,5.37,92,11,64.89
2026-08-02,120253407402570281,120253407221890281,9.44,8.49,114,14,82.8
2026-08-02,120253407409760281,120253407221890281,5.82,5.24,81,15,71.84
2026-08-02,120253407539430281,120253407539350281,7.33,6.6,97,8,75.56
2026-08-02,120253407553070281,120253407539350281,8.98,8.08,129,17,69.58
2026-08-02,120253407556650281,120253407539350281,9.01,8.11,134,11,67.21
2026-08-02,120253407641490281,120253407539350281,5.58,5.02,95,10,58.76
2026-08-02,120253407759380281,120253407539350281,11.03,9.93,168,27,65.64
2026-08-02,120253407926920281,120253407539350281,7.24,6.51,105,12,68.91
2026-08-02,120253408396180281,120253408396060281,7.69,6.92,59,20,130.35
2026-08-02,120253409927790281,120253408396060281,6.77,6.1,48,12,141.1
2026-08-02,120253409946870281,120253408396060281,5.75,5.18,51,7,112.75
2026-08-02,120253409966970281,120253408396060281,3.46,3.12,62,5,55.84
2026-08-02,120253409983580281,120253408396060281,10.48,9.43,102,20,102.72
2026-08-02,120253410002420281,120253408396060281,9.13,8.22,80,14,114.17
2026-08-02,120253411255640281,120253411255550281,7.44,6.69,76,17,97.84
2026-08-02,120253411338910281,120253411255550281,1.92,1.73,25,1,76.9
2026-08-02,120253411360680281,120253411255550281,3.63,3.27,35,3,103.67
2026-08-02,120253411374160281,120253411255550281,3.84,3.46,62,10,61.99
2026-08-02,120253411400390281,120253411255550281,6.78,6.1,60,7,112.97
2026-08-02,120253411426250281,120253411255550281,2.82,2.54,32,6,88.08
2026-08-02,120253411538180281,120253411538090281,3.84,3.45,40,5,95.9
2026-08-02,120253411661520281,120253411538090281,1.18,1.06,20,4,58.97
2026-08-02,120253411699610281,120253411538090281,4.46,4.02,35,9,127.54
2026-08-02,120253411718390281,120253411538090281,0.83,0.74,15,4,55.06
2026-08-02,120253411755750281,120253411538090281,1.96,1.76,33,7,59.42
2026-08-02,120253411764760281,120253411538090281,4.29,3.87,49,8,87.64
2026-08-02,120253411910950281,120253411813950281,11.2,10.08,71,15,157.7
2026-08-02,120253411937390281,120253411813950281,12.58,11.32,175,41,71.87
2026-08-02,120253411974320281,120253411813950281,9.89,8.9,81,18,122.05
2026-08-02,120253411979140281,120253411813950281,4.93,4.44,55,15,89.67
2026-08-02,120253415477520281,120253415477530281,7.64,6.88,96,14,79.59
2026-08-02,120253415529740281,120253415477530281,9.34,8.41,90,20,103.83
2026-08-02,120253415533200281,120253415477530281,3.29,2.96,42,11,78.4
2026-08-02,120253415535590281,120253415477530281,4.66,4.2,46,7,101.36
2026-08-02,120253415537500281,120253415477530281,3.64,3.28,24,5,151.79
2026-08-02,120253415538610281,120253415477530281,3.56,3.21,86,10,41.42
2026-08-02,120253415545930281,120253415545840281,8.14,7.32,70,8,116.24
2026-08-02,120253415586070281,120253415545840281,3.06,2.75,39,7,78.38
2026-08-02,120253415593700281,120253415545840281,3.91,3.52,57,9,68.64
2026-08-02,120253415603370281,120253415545840281,8.72,7.85,106,18,82.26
2026-08-02,120253415608870281,120253415545840281,5.55,4.99,45,2,123.27
2026-08-02,120253415614300281,120253415545840281,3.16,2.84,57,8,55.35
2026-08-02,120253415627710281,120253415627640281,7.72,6.95,75,12,102.9
2026-08-02,120253415654240281,120253415627640281,7.81,7.03,85,21,91.85
2026-08-02,120253415659550281,120253415627640281,5.15,4.64,48,10,107.32
2026-08-02,120253415663260281,120253415627640281,9.46,8.52,83,15,114.03
2026-08-02,120253415684090281,120253415627640281,13.58,12.22,128,24,106.11
2026-08-02,120253415685920281,120253415627640281,4.81,4.33,67,8,71.75
2026-08-02,120253415695320281,120253415695250281,5.73,5.15,53,10,108.04
2026-08-02,120253415718880281,120253415695250281,8.3,7.47,75,7,110.73
2026-08-02,120253415721250281,120253415695250281,9.62,8.66,89,14,108.14
2026-08-02,120253415724350281,120253415695250281,10.32,9.29,78,19,132.33
2026-08-02,120253415726470281,120253415695250281,1.63,1.46,20,4,81.36
2026-08-02,120253415728580281,120253415695250281,11.35,10.21,107,23,106.05
2026-08-02,120253415735450281,120253415735410281,1.56,1.41,33,2,47.33
2026-08-02,120253415756030281,120253415735410281,1.69,1.52,27,7,62.6
2026-08-02,120253415760700281,120253415735410281,10.19,9.17,131,17,77.76
2026-08-02,120253415763830281,120253415735410281,0.01,0.01,2,0,7
2026-08-02,120253415768180281,120253415735410281,4.31,3.88,40,10,107.7
2026-08-02,120253415770520281,120253415735410281,1.22,1.1,13,1,93.76
2026-08-02,120253422809560281,120253422809490281,8.84,7.96,92,19,96.13
2026-08-02,120253422896760281,120253422809490281,6.1,5.49,41,4,148.72
2026-08-02,120253422900530281,120253422809490281,5.22,4.7,46,11,113.46
2026-08-02,120253422902890281,120253422809490281,6.45,5.8,76,13,84.85
2026-08-02,120253422905970281,120253422809490281,18.08,16.27,170,23,106.36
2026-08-02,120253422910030281,120253422809490281,1.3,1.17,28,1,46.5
2026-08-02,120253422925680281,120253422925690281,1.29,1.16,26,5,49.72
2026-08-02,120253423000780281,120253422925690281,22.88,20.59,196,33,116.72
2026-08-02,120253423005460281,120253422925690281,11.05,9.95,118,24,93.68
2026-08-02,120253423013640281,120253422925690281,3.13,2.82,54,9,58.04
2026-08-02,120253423021520281,120253422925690281,12.47,11.22,67,14,186.08
2026-08-02,120253423035590281,120253422925690281,4.82,4.34,58,11,83.17
2026-08-02,120253423108780281,120253423108790281,3.95,3.56,31,3,127.46
2026-08-02,120253423248640281,120253423108790281,3.07,2.76,54,7,56.87
2026-08-02,120253423294450281,120253423108790281,1.28,1.15,25,2,51.14
2026-08-02,120253423549100281,120253423108790281,21.44,19.3,216,18,99.27
2026-08-02,120253423574110281,120253423108790281,0.85,0.77,14,1,60.99
2026-08-02,120253423577250281,120253423108790281,4.65,4.18,43,4,108.12
