data,conta,campaign_id,campaign_name,adset_id,adset_name,gasto,impressoes_meta,alcance,frequencia,cpm,cliques_link,ctr_link,cpc_link,conversas,custo_conversa,status_atual,orcamento_diario_atual,leads_entrada,cliques_ad,threads,leads_qualificados,leads_avaliados,receita_estimada_brl,sessoes,leads_com_sessao,gap_clique_sessao,pct_chegada_blog,sessoes_por_lead,taxa_qualificacao,receita_gam_bruta,receita_gam_liquida,impressoes_gam,cliques_gam,ecpm_gam
2026-07-31,C 01,120247506424170278,[E1] [MKUKER] [AFS] [F3] [MBALI BUTHELEZI] [ISABELA RIBEIRO],120247506551600278,[AFS] [F3] [MBALI BUTHELEZI] V4,0,0,0,0,,0,,,1,0,PAUSED,1,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,C 01,120247506424170278,[E1] [MKUKER] [AFS] [F3] [MBALI BUTHELEZI] [ISABELA RIBEIRO],120247506560570278,[AFS] [F3] [MBALI BUTHELEZI] V5,0.8,445,445,1,1.8,26,5.8427,0.0308,49,0.0163,PAUSED,1,26,26,25,35,84,3.31,126,29,-3,111.5,4.34,41.7,22,19.8,93,20,236.59
2026-07-31,C 01,120247506424170278,[E1] [MKUKER] [AFS] [F3] [MBALI BUTHELEZI] [ISABELA RIBEIRO],120247506567820278,[AFS] [F3] [MBALI BUTHELEZI] V6,0,0,0,0,,0,,,1,0,PAUSED,1,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,,,,120247511563030278,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,C 01,120247565170970278,[E7] [MKUKER] [AFS] [F3] [Ebunoluwa Akinola] [ANA MILENA],120247565212910278,[AFS] [F3] [Ebunoluwa Akinola] V2,0,0,0,0,,0,,,2,0,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,C 01,120247565170970278,[E7] [MKUKER] [AFS] [F3] [Ebunoluwa Akinola] [ANA MILENA],120247565265520278,[AFS] [F3] [Ebunoluwa Akinola] V6,0,0,0,0,,0,,,1,0,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,,,,120247565319140278,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,C 01,120247565319070278,[E7] [MKUKER] [AFS] [F3] [Kelechi Onyekachi] [ANA MILENA],120247566417460278,[AFS] [F3] [Kelechi Onyekachi] V5,0,0,0,0,,0,,,0,,PAUSED,1,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,C 01,120247565319070278,[E7] [MKUKER] [AFS] [F3] [Kelechi Onyekachi] [ANA MILENA],120247566440100278,[AFS] [F3] [Kelechi Onyekachi] V6,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,0,0,0,0,0,0,5,1,-1,,5,,,,,,
2026-07-31,C 01,120247566460390278,[E7] [MKUKER] [AFS] [F3] [Adaobi Okonkwo] [ANA MILENA],120247566460400278,[AFS] [F3] [Adaobi Okonkwo] V1,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,,,,120247566488020278,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,,,,120247566493330278,,,,,,,,,,,,,,0,0,0,0,0,0,4,1,-1,,4,,,,,,
2026-07-31,,,,120247566496630278,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,,120247566544730278,,120247566558640278,,,,,,,,,,,,,,0,0,0,0,0,0,3,2,-2,,1.5,,0,0,1,0,3.5
2026-07-31,C 01,120247566544730278,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120247566567050278,[AFS] [F3] [BISOLA FASHOLA] V4,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,0,0,0,0,0,0,8,3,-3,,2.67,,0.13,0.12,3,1,43.93
2026-07-31,,,,120247566569190278,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,C 01,120247639310830278,[E7] [MKUKER] [AFS] [F3] [EBUNOLUWA AKINOLA] [ANA],120247639310910278,[AFS] [F3] [EBUNOLUWA AKINOLA] V1,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,C 01,120247639310830278,[E7] [MKUKER] [AFS] [F3] [EBUNOLUWA AKINOLA] [ANA],120247639363010278,[AFS] [F3] [EBUNOLUWA AKINOLA] V3,0,0,0,0,,0,,,2,0,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,C 01,120247639310830278,[E7] [MKUKER] [AFS] [F3] [EBUNOLUWA AKINOLA] [ANA],120247639374090278,[AFS] [F3] [EBUNOLUWA AKINOLA] V5,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753268600278,[AFS] [F3] [Siphesihle Cele] V1,0.05,101,100,1.01,0.5,11,10.8911,0.0045,10,0.005,PAUSED,1,3,3,3,6,9,0.78,10,2,1,66.7,5,66.7,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753333380278,[AFS] [F3] [Siphesihle Cele] V2,0.13,121,118,1.0254,1.07,6,4.9587,0.0217,8,0.0163,CAMPAIGN_PAUSED,1,2,2,2,3,6,0.35,7,1,1,50,7,50,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753339060278,[AFS] [F3] [Siphesihle Cele] V3,0.11,122,122,1,0.9,10,8.1967,0.011,14,0.0079,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753343390278,[AFS] [F3] [Siphesihle Cele] V4,0.16,125,122,1.0246,1.28,19,15.2,0.0084,12,0.0133,PAUSED,1,1,1,1,3,6,0.10,0,0,1,0,,50,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753348540278,[AFS] [F3] [Siphesihle Cele] V5,0.1,100,100,1,1,4,4,0.025,6,0.0167,PAUSED,1,0,0,0,0,3,0.00,0,0,0,,,0,,,,,
2026-07-31,C 01,120247753268510278,[E3] [MKUKER] [AFS] [F3] [Siphesihle Cele] [KAYKE],120247753359010278,[AFS] [F3] [Siphesihle Cele] V6,0.12,98,98,1,1.22,7,7.1429,0.0171,14,0.0086,PAUSED,1,0,0,0,6,6,0.22,0,0,0,,,100,,,,,
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247788946870330,[BR] [F1] [Fernanda Souza] V1,0,0,0,0,,0,,,14,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,4,1,8,11.1,4,,0.04,0.04,2,0,20.25
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247788986680330,[BR] [F1] [Fernanda Souza] V2,0,0,0,0,,0,,,15,0,CAMPAIGN_PAUSED,1,5,5,5,0,0,0,2,1,4,20,2,,0.09,0.08,1,1,93.2
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247788998700330,[BR] [F1] [Fernanda Souza] V3,0,0,0,0,,0,,,16,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,3,1,7,12.5,3,,,,,,
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247789002270330,[BR] [F1] [Fernanda Souza] V4,0,0,0,0,,0,,,12,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,2,1,6,14.3,2,,0.36,0.32,5,1,71.94
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247789007260330,[BR] [F1] [Fernanda Souza] V5,0,0,0,0,,0,,,2,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247788946770330,[E4][APP.MKUKER] [BR] [F1] [Fernanda Souza],120247789017660330,[BR] [F1] [Fernanda Souza] V6,0,0,0,0,,0,,,9,0,PAUSED,1,0,0,0,0,0,0,2,1,-1,,2,,0.01,0.01,1,0,8.9
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789077830330,[BR] [F1] [Mariana Oliveira] V1,0,0,0,0,,0,,,1,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789270830330,[BR] [F1] [Mariana Oliveira] V2,0,0,0,0,,0,,,12,0,CAMPAIGN_PAUSED,1,7,7,7,0,9,0.00,2,2,5,28.6,1,0,0.31,0.27,3,0,101.8
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789337620330,[BR] [F1] [Mariana Oliveira] V3,0,0,0,0,,0,,,9,0,CAMPAIGN_PAUSED,1,5,5,5,0,0,0,2,1,4,20,2,,,,,,
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789376620330,[BR] [F1] [Mariana Oliveira] V4,0,0,0,0,,0,,,2,0,PAUSED,1,1,1,1,0,3,0.00,0,0,1,0,,0,,,,,
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789415480330,[BR] [F1] [Mariana Oliveira] V5,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,12,12,12,0,6,0.00,0,0,12,0,,0,,,,,
2026-07-31,c 03,120247789077760330,[E4][APP.MKUKER] [BR] [F1] [Mariana Oliveira],120247789430170330,[BR] [F1] [Mariana Oliveira] V6,0,0,0,0,,0,,,10,0,CAMPAIGN_PAUSED,1,11,11,11,0,9,0.00,0,0,11,0,,0,,,,,
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789489630330,[BR] [F1] [Larissa Rodrigues] V1,0,0,0,0,,0,,,1,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789696910330,[BR] [F1] [Larissa Rodrigues] V2,0,0,0,0,,0,,,4,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789742310330,[BR] [F1] [Larissa Rodrigues] V3,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,0,0,8,0,,,,,,,
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789776200330,[BR] [F1] [Larissa Rodrigues] V4,0,0,0,0,,0,,,7,0,CAMPAIGN_PAUSED,1,11,11,11,0,0,0,8,2,9,18.2,4,,1.63,1.47,10,4,162.81
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789784130330,[BR] [F1] [Larissa Rodrigues] V5,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,0,0,1,0,2.1
2026-07-31,c 03,120247789489540330,[E4][APP.MKUKER] [BR] [F1] [Larissa Rodrigues],120247789789060330,[BR] [F1] [Larissa Rodrigues] V6,0,0,0,0,,0,,,12,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,,,,,
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789829370330,[BR] [F1] [Beatriz Almeida] V1,0,0,0,0,,0,,,10,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,0,0,7,0,,,,,,,
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789884900330,[BR] [F1] [Beatriz Almeida] V2,0,0,0,0,,0,,,8,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,15,2,5,28.6,7.5,,0.03,0.02,1,0,27.1
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789895820330,[BR] [F1] [Beatriz Almeida] V3,0,0,0,0,,0,,,15,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,0,0,9,0,,,,,,,
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789907960330,[BR] [F1] [Beatriz Almeida] V4,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,2,2,4,33.3,1,,0,0,1,0,2.7
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789927420330,[BR] [F1] [Beatriz Almeida] V5,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,11,11,11,0,0,0,11,3,8,27.3,3.67,,1,0.9,13,3,77.06
2026-07-31,c 03,120247789829290330,[E4][APP.MKUKER] [BR] [F1] [Beatriz Almeida],120247789961130330,[BR] [F1] [Beatriz Almeida] V6,0,0,0,0,,0,,,4,0,PAUSED,1,0,0,0,0,0,0,1,1,-1,,1,,,,,,
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790072460330,[BR] [F1] [Carolina Lima] V1,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,1,1,6,14.3,1,,,,,,
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790205370330,[BR] [F1] [Carolina Lima] V2,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,3,3,3,0,0,0,0,0,3,0,,,,,,,
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790236810330,[BR] [F1] [Carolina Lima] V3,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,5,5,5,0,0,0,3,2,3,40,1.5,,0,0,1,0,2.3
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790277720330,[BR] [F1] [Carolina Lima] V4,0,0,0,0,,0,,,8,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,0,0,8,0,,,,,,,
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790308570330,[BR] [F1] [Carolina Lima] V5,0,0,0,0,,0,,,14,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,1,1,3,25,1,,,,,,
2026-07-31,c 03,120247790072450330,[E4][APP.MKUKER] [BR] [F1] [Carolina Lima],120247790337370330,[BR] [F1] [Carolina Lima] V6,0,0,0,0,,0,,,38,0,CAMPAIGN_PAUSED,1,14,14,14,0,0,0,9,4,10,28.6,2.25,,0.26,0.24,6,3,43.83
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811001390330,[BR] [F1] [Gabriela Santos] V1,0,0,0,0,,0,,,9,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,0,0,7,0,,,,,,,
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811320320330,[BR] [F1] [Gabriela Santos] V2,0,0,0,0,,0,,,2,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811382770330,[BR] [F1] [Gabriela Santos] V3,0,0,0,0,,0,,,10,0,CAMPAIGN_PAUSED,1,5,5,5,0,0,0,2,1,4,20,2,,0,0,1,0,3.7
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811582300330,[BR] [F1] [Gabriela Santos] V4,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,,,,,
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811833010330,[BR] [F1] [Gabriela Santos] V5,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,7,2,2,50,3.5,,0.44,0.4,7,3,63.43
2026-07-31,c 03,120247811001220330,[E4][APP.MKUKER] [BR] [F1] [Gabriela Santos],120247811912400330,[BR] [F1] [Gabriela Santos] V6,0,0,0,0,,0,,,4,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,0,0,9,0,,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812183780330,[BR] [F1] [Isabela Carvalho] V1,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812443470330,[BR] [F1] [Isabela Carvalho] V2,0,0,0,0,,0,,,14,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,0,0,9,0,,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812562160330,[BR] [F1] [Isabela Carvalho] V3,0,0,0,0,,0,,,8,0,CAMPAIGN_PAUSED,1,2,2,2,0,0,0,0,0,2,0,,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812648670330,[BR] [F1] [Isabela Carvalho] V4,0,0,0,0,,0,,,7,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,0,0,7,0,,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812714140330,[BR] [F1] [Isabela Carvalho] V5,0,0,0,0,,0,,,11,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,2,1,8,11.1,2,,,,,,
2026-07-31,c 03,120247812183790330,[E4][APP.MKUKER] [BR] [F1] [Isabela Carvalho],120247812799130330,[BR] [F1] [Isabela Carvalho] V6,0,0,0,0,,0,,,5,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813181780330,[BR] [F1] [Amanda Martins] V1,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,,,,,
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813442830330,[BR] [F1] [Amanda Martins] V2,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,6,1,3,25,6,,0.26,0.23,11,0,23.49
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813533730330,[BR] [F1] [Amanda Martins] V3,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,1,1,8,11.1,1,,,,,,
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813597960330,[BR] [F1] [Amanda Martins] V4,0,0,0,0,,0,,,19,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,5,3,4,42.9,1.67,,0.25,0.23,3,0,84.13
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813654330330,[BR] [F1] [Amanda Martins] V5,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,1,1,8,11.1,1,,,,,,
2026-07-31,c 03,120247813181790330,[E4][APP.MKUKER] [BR] [F1] [Amanda Martins],120247813708350330,[BR] [F1] [Amanda Martins] V6,0,0,0,0,,0,,,1,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813826220330,[BR] [F1] [Camila Ferreira] V1,0,0,0,0,,0,,,4,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,0,0,7,0,,,,,,,
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813886390330,[BR] [F1] [Camila Ferreira] V2,0,0,0,0,,0,,,8,0,CAMPAIGN_PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813898610330,[BR] [F1] [Camila Ferreira] V3,0,0,0,0,,0,,,14,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,3,2,5,28.6,1.5,,,,,,
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813910810330,[BR] [F1] [Camila Ferreira] V4,0,0,0,0,,0,,,12,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,14,5,1,83.3,2.8,,0.18,0.16,4,2,44.45
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813916130330,[BR] [F1] [Camila Ferreira] V5,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,2,2,2,0,0,0,1,1,1,50,1,,0.07,0.06,2,0,36.05
2026-07-31,c 03,120247813826140330,[E4][APP.MKUKER] [BR] [F1] [Camila Ferreira],120247813921210330,[BR] [F1] [Camila Ferreira] V6,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,3,3,3,0,0,0,0,0,3,0,,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247813932040330,[BR] [F1] [Juliana Costa] V2,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,0,0,6,0,,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247813966280330,[BR] [F1] [Juliana Costa] V3,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,0,0,8,0,,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247813985730330,[BR] [F1] [Juliana Costa] V4,0,0,0,0,,0,,,2,0,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247813993180330,[BR] [F1] [Juliana Costa] V5,0,0,0,0,,0,,,0,,PAUSED,1,,,,,,,,,0,,,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247814050020330,[BR] [F1] [Juliana Costa] V6,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,3,3,3,0,0,0,1,1,2,33.3,1,,,,,,
2026-07-31,c 03,120247813931970330,[E4][APP.MKUKER] [BR] [F1] [Juliana Costa],120247814139550330,[BR] [F1] [Juliana Costa] V1,0,0,0,0,,0,,,1,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,0,0,4,0,,,,,,,
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843726790330,[BR] [F1] [Daiane Cunha] V1,0,0,0,0,,0,,,2,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,33,8,0,100,4.13,,,,,,
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843768630330,[BR] [F1] [Daiane Cunha] V2,0,0,0,0,,0,,,4,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,11,4,3,57.1,2.75,,,,,,
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843798030330,[BR] [F1] [Daiane Cunha] V3,0,0,0,0,,0,,,10,0,CAMPAIGN_PAUSED,1,10,10,10,0,0,0,13,7,3,70,1.86,,0.27,0.24,1,1,268.4
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843812620330,[BR] [F1] [Daiane Cunha] V4,0,0,0,0,,0,,,8,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,12,4,2,66.7,3,,0.01,0.01,2,0,3.35
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843827590330,[BR] [F1] [Daiane Cunha] V5,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,8,8,8,0,0,0,12,4,4,50,3,,0.96,0.87,2,0,481.45
2026-07-31,c 03,120247843726710330,[E2][APP.MKUKER] [BR] [F1] [Daiane Cunha],120247843842210330,[BR] [F1] [Daiane Cunha] V6,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,9,5,1,83.3,1.8,,0.19,0.17,2,1,94.55
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247844776410330,[BR] [F1] [Kátia Neves] V1,0,0,0,0,,0,,,1,0,CAMPAIGN_PAUSED,1,6,6,6,0,0,0,12,3,3,50,4,,0.04,0.03,2,1,17.6
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247844892850330,[BR] [F1] [Kátia Neves] V2,0,0,0,0,,0,,,7,0,CAMPAIGN_PAUSED,1,7,7,7,0,0,0,39,11,-4,157.1,3.55,,0.26,0.23,2,0,127.9
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247844929630330,[BR] [F1] [Kátia Neves] V3,0,0,0,0,,0,,,5,0,CAMPAIGN_PAUSED,1,21,21,21,0,0,0,31,14,7,66.7,2.21,,,,,,
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247844968160330,[BR] [F1] [Kátia Neves] V4,0,0,0,0,,0,,,3,0,CAMPAIGN_PAUSED,1,2,2,2,0,0,0,1,1,1,50,1,,,,,,
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247845027420330,[BR] [F1] [Kátia Neves] V5,0,0,0,0,,0,,,6,0,CAMPAIGN_PAUSED,1,5,5,5,0,0,0,23,9,-4,180,2.56,,0.22,0.2,4,1,54.5
2026-07-31,c 03,120247844776340330,[E2][APP.MKUKER] [BR] [F1] [Kátia Neves],120247845114020330,[BR] [F1] [Kátia Neves] V6,0,0,0,0,,0,,,4,0,CAMPAIGN_PAUSED,1,10,10,10,0,0,0,3,2,8,20,1.5,,,,,,
2026-07-31,c 03,120247845561180330,[E2][APP.MKUKER] [BR] [F1] [Fabiana Peixoto],120247845561260330,[BR] [F1] [Fabiana Peixoto] V1,0,0,0,0,,0,,,4,0,CAMPAIGN_PAUSED,1,4,4,4,0,0,0,3,1,3,25,3,,,,,,
2026-07-31,c 03,120247845561180330,[E2][APP.MKUKER] [BR] [F1] [Fabiana Peixoto],120247845668160330,[BR] [F1] [Fabiana Peixoto] V2,0,0,0,0,,0,,,0,,CAMPAIGN_PAUSED,1,9,9,9,0,0,0,22,5,4,55.6,4.4,,0.05,0.05,2,1,26.25
